"X","ResponseId","app_selected","Benefit","FDA_Approval","Invasive","Burden","Privacy","choice","question"
13,"R_5WxlazDmyHXu82l",2,"small benefit","FDA not approved","CGM not required","high burden","no privacy","yes","Q19"
14,"R_3Crm0sGqdWs2IDM",2,"small benefit","FDA not approved","CGM not required","high burden","no privacy","yes","Q19"
15,"R_61XtKmaCrdKbm4H",2,"small benefit","FDA not approved","CGM not required","high burden","no privacy","yes","Q19"
16,"R_1RPrzhsoVoA8tyP",2,"small benefit","FDA not approved","CGM not required","high burden","no privacy","yes","Q19"
17,"R_3xEleGYUb768B3M",2,"large benefit","FDA approved","CGM required","low burden","yes privacy","no","Q19"
18,"R_7oXQsZzm76N1Oxr",2,"large benefit","FDA approved","CGM required","low burden","yes privacy","no","Q19"
19,"R_5WxlazDmyHXu82l",2,"large benefit","FDA approved","CGM required","low burden","yes privacy","no","Q19"
20,"R_3Crm0sGqdWs2IDM",2,"large benefit","FDA approved","CGM required","low burden","yes privacy","no","Q19"
21,"R_61XtKmaCrdKbm4H",2,"large benefit","FDA approved","CGM required","low burden","yes privacy","no","Q19"
22,"R_1RPrzhsoVoA8tyP",2,"large benefit","FDA approved","CGM required","low burden","yes privacy","no","Q19"
23,"R_57Kkm5961TEEEud",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q19"
24,"R_6KkThgjhcqeCccY",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q19"
25,"R_7pbP9Q8KG4JbbZk",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q19"
26,"R_7RVo6gunT52Zv7B",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q19"
27,"R_3dKrAvy6gP5kvlf",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q19"
28,"R_5lxMgYsU0eYfeOl",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q19"
29,"R_7hYef0zUpMGPTq5",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q19"
30,"R_6alzky3r3AiOdGw",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q19"
31,"R_3rOEd6r1440D4WK",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q19"
32,"R_5PtqB5XkN8kVb5G",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q19"
1,"R_13fBuKPx13nVOmM",1,"large benefit","FDA approved","CGM required","high burden","no privacy","yes","Q20"
2,"R_5PtqB5XkN8kVb5G",1,"large benefit","FDA approved","CGM required","high burden","no privacy","yes","Q20"
3,"R_6VvF4tZAxLgaxlT",1,"large benefit","FDA approved","CGM required","high burden","no privacy","yes","Q20"
4,"R_1qgdEuKExpGBTMv",1,"large benefit","FDA approved","CGM required","high burden","no privacy","yes","Q20"
5,"R_57Kkm5961TEEEud",1,"large benefit","FDA approved","CGM required","high burden","no privacy","yes","Q20"
6,"R_1MaGxEqIUA03UUW",2,"small benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q20"
7,"R_6OvgQp1Cn11NbWN",2,"small benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q20"
8,"R_5WxlazDmyHXu82l",2,"small benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q20"
9,"R_7eJzNdIatrexDSF",2,"small benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q20"
10,"R_7TSKwFGnLlZmZwt",2,"small benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q20"
11,"R_3dKrAvy6gP5kvlf",2,"small benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q20"
12,"R_6IHtpYy4YR1cYpS",2,"small benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q20"
13,"R_7hYef0zUpMGPTq5",2,"small benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q20"
14,"R_7PtIcP1pK9QqNIc",2,"small benefit","FDA not approved","CGM not required","low burden","yes privacy","yes","Q20"
15,"R_1MaGxEqIUA03UUW",2,"large benefit","FDA approved","CGM required","high burden","no privacy","no","Q20"
16,"R_6OvgQp1Cn11NbWN",2,"large benefit","FDA approved","CGM required","high burden","no privacy","no","Q20"
17,"R_5WxlazDmyHXu82l",2,"large benefit","FDA approved","CGM required","high burden","no privacy","no","Q20"
18,"R_7eJzNdIatrexDSF",2,"large benefit","FDA approved","CGM required","high burden","no privacy","no","Q20"
19,"R_7TSKwFGnLlZmZwt",2,"large benefit","FDA approved","CGM required","high burden","no privacy","no","Q20"
20,"R_3dKrAvy6gP5kvlf",2,"large benefit","FDA approved","CGM required","high burden","no privacy","no","Q20"
21,"R_6IHtpYy4YR1cYpS",2,"large benefit","FDA approved","CGM required","high burden","no privacy","no","Q20"
22,"R_7hYef0zUpMGPTq5",2,"large benefit","FDA approved","CGM required","high burden","no privacy","no","Q20"
23,"R_7PtIcP1pK9QqNIc",2,"large benefit","FDA approved","CGM required","high burden","no privacy","no","Q20"
24,"R_13fBuKPx13nVOmM",1,"small benefit","FDA not approved","CGM not required","low burden","yes privacy","no","Q20"
25,"R_5PtqB5XkN8kVb5G",1,"small benefit","FDA not approved","CGM not required","low burden","yes privacy","no","Q20"
26,"R_6VvF4tZAxLgaxlT",1,"small benefit","FDA not approved","CGM not required","low burden","yes privacy","no","Q20"
27,"R_1qgdEuKExpGBTMv",1,"small benefit","FDA not approved","CGM not required","low burden","yes privacy","no","Q20"
28,"R_57Kkm5961TEEEud",1,"small benefit","FDA not approved","CGM not required","low burden","yes privacy","no","Q20"
1,"R_6alzky3r3AiOdGw",1,"small benefit","FDA approved","CGM required","low burden","no privacy","yes","Q21"
2,"R_3rOEd6r1440D4WK",1,"small benefit","FDA approved","CGM required","low burden","no privacy","yes","Q21"
3,"R_5wnVy3Dhc2O9Lgc",1,"small benefit","FDA approved","CGM required","low burden","no privacy","yes","Q21"
4,"R_5PtqB5XkN8kVb5G",1,"small benefit","FDA approved","CGM required","low burden","no privacy","yes","Q21"
5,"R_7eJzNdIatrexDSF",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q21"
6,"R_7MFE81uW7pKopKS",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q21"
7,"R_5lxMgYsU0eYfeOl",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q21"
8,"R_7oXQsZzm76N1Oxr",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q21"
9,"R_57Kkm5961TEEEud",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q21"
10,"R_3Crm0sGqdWs2IDM",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q21"
11,"R_5RJOH4EWjbehAhH",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q21"
12,"R_3U7I8G9b40NcBwd",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q21"
13,"R_1RPrzhsoVoA8tyP",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q21"
14,"R_7PtIcP1pK9QqNIc",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q21"
15,"R_7hYef0zUpMGPTq5",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q21"
16,"R_7RVo6gunT52Zv7B",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q21"
17,"R_7ePSOgHGP1DCQTF",2,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","yes","Q21"
18,"R_7eJzNdIatrexDSF",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q21"
19,"R_7MFE81uW7pKopKS",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q21"
20,"R_5lxMgYsU0eYfeOl",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q21"
21,"R_7oXQsZzm76N1Oxr",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q21"
22,"R_57Kkm5961TEEEud",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q21"
23,"R_3Crm0sGqdWs2IDM",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q21"
24,"R_5RJOH4EWjbehAhH",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q21"
25,"R_3U7I8G9b40NcBwd",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q21"
26,"R_1RPrzhsoVoA8tyP",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q21"
27,"R_7PtIcP1pK9QqNIc",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q21"
28,"R_7hYef0zUpMGPTq5",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q21"
29,"R_7RVo6gunT52Zv7B",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q21"
30,"R_7ePSOgHGP1DCQTF",2,"small benefit","FDA approved","CGM required","low burden","no privacy","no","Q21"
31,"R_6alzky3r3AiOdGw",1,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","no","Q21"
32,"R_3rOEd6r1440D4WK",1,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","no","Q21"
33,"R_5wnVy3Dhc2O9Lgc",1,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","no","Q21"
34,"R_5PtqB5XkN8kVb5G",1,"large benefit","FDA not approved","CGM not required","high burden","yes privacy","no","Q21"
1,"R_6KkThgjhcqeCccY",1,"large benefit","FDA not approved","CGM required","high burden","no privacy","yes","Q22"
2,"R_7eJzNdIatrexDSF",1,"large benefit","FDA not approved","CGM required","high burden","no privacy","yes","Q22"
3,"R_1qgdEuKExpGBTMv",1,"large benefit","FDA not approved","CGM required","high burden","no privacy","yes","Q22"
4,"R_7ePSOgHGP1DCQTF",1,"large benefit","FDA not approved","CGM required","high burden","no privacy","yes","Q22"
5,"R_1MaGxEqIUA03UUW",2,"small benefit","FDA approved","CGM not required","low burden","yes privacy","yes","Q22"
6,"R_7pbP9Q8KG4JbbZk",2,"small benefit","FDA approved","CGM not required","low burden","yes privacy","yes","Q22"
7,"R_5WxlazDmyHXu82l",2,"small benefit","FDA approved","CGM not required","low burden","yes privacy","yes","Q22"
8,"R_8duaER8VI6Zxum0",2,"small benefit","FDA approved","CGM not required","low burden","yes privacy","yes","Q22"
9,"R_6OvgQp1Cn11NbWN",2,"small benefit","FDA approved","CGM not required","low burden","yes privacy","yes","Q22"
10,"R_1RPrzhsoVoA8tyP",2,"small benefit","FDA approved","CGM not required","low burden","yes privacy","yes","Q22"
11,"R_7MFE81uW7pKopKS",2,"small benefit","FDA approved","CGM not required","low burden","yes privacy","yes","Q22"
12,"R_5lxMgYsU0eYfeOl",2,"small benefit","FDA approved","CGM not required","low burden","yes privacy","yes","Q22"
13,"R_7hYef0zUpMGPTq5",2,"small benefit","FDA approved","CGM not required","low burden","yes privacy","yes","Q22"
14,"R_3Crm0sGqdWs2IDM",2,"small benefit","FDA approved","CGM not required","low burden","yes privacy","yes","Q22"
15,"R_7TSKwFGnLlZmZwt",2,"small benefit","FDA approved","CGM not required","low burden","yes privacy","yes","Q22"
16,"R_6IHtpYy4YR1cYpS",2,"small benefit","FDA approved","CGM not required","low burden","yes privacy","yes","Q22"
17,"R_7oXQsZzm76N1Oxr",2,"small benefit","FDA approved","CGM not required","low burden","yes privacy","yes","Q22"
18,"R_1MaGxEqIUA03UUW",2,"large benefit","FDA not approved","CGM required","high burden","no privacy","no","Q22"
19,"R_7pbP9Q8KG4JbbZk",2,"large benefit","FDA not approved","CGM required","high burden","no privacy","no","Q22"
20,"R_5WxlazDmyHXu82l",2,"large benefit","FDA not approved","CGM required","high burden","no privacy","no","Q22"
21,"R_8duaER8VI6Zxum0",2,"large benefit","FDA not approved","CGM required","high burden","no privacy","no","Q22"
22,"R_6OvgQp1Cn11NbWN",2,"large benefit","FDA not approved","CGM required","high burden","no privacy","no","Q22"
23,"R_1RPrzhsoVoA8tyP",2,"large benefit","FDA not approved","CGM required","high burden","no privacy","no","Q22"
24,"R_7MFE81uW7pKopKS",2,"large benefit","FDA not approved","CGM required","high burden","no privacy","no","Q22"
25,"R_5lxMgYsU0eYfeOl",2,"large benefit","FDA not approved","CGM required","high burden","no privacy","no","Q22"
26,"R_7hYef0zUpMGPTq5",2,"large benefit","FDA not approved","CGM required","high burden","no privacy","no","Q22"
27,"R_3Crm0sGqdWs2IDM",2,"large benefit","FDA not approved","CGM required","high burden","no privacy","no","Q22"
28,"R_7TSKwFGnLlZmZwt",2,"large benefit","FDA not approved","CGM required","high burden","no privacy","no","Q22"
29,"R_6IHtpYy4YR1cYpS",2,"large benefit","FDA not approved","CGM required","high burden","no privacy","no","Q22"
30,"R_7oXQsZzm76N1Oxr",2,"large benefit","FDA not approved","CGM required","high burden","no privacy","no","Q22"
31,"R_6KkThgjhcqeCccY",1,"small benefit","FDA approved","CGM not required","low burden","yes privacy","no","Q22"
32,"R_7eJzNdIatrexDSF",1,"small benefit","FDA approved","CGM not required","low burden","yes privacy","no","Q22"
33,"R_1qgdEuKExpGBTMv",1,"small benefit","FDA approved","CGM not required","low burden","yes privacy","no","Q22"
34,"R_7ePSOgHGP1DCQTF",1,"small benefit","FDA approved","CGM not required","low burden","yes privacy","no","Q22"
1,"R_7pbP9Q8KG4JbbZk",1,"small benefit","FDA approved","CGM required","high burden","yes privacy","yes","Q23"
2,"R_5lxMgYsU0eYfeOl",1,"small benefit","FDA approved","CGM required","high burden","yes privacy","yes","Q23"
3,"R_3rOEd6r1440D4WK",1,"small benefit","FDA approved","CGM required","high burden","yes privacy","yes","Q23"
4,"R_6alzky3r3AiOdGw",1,"small benefit","FDA approved","CGM required","high burden","yes privacy","yes","Q23"
5,"R_7TSKwFGnLlZmZwt",1,"small benefit","FDA approved","CGM required","high burden","yes privacy","yes","Q23"
6,"R_6VvF4tZAxLgaxlT",1,"small benefit","FDA approved","CGM required","high burden","yes privacy","yes","Q23"
7,"R_5PtqB5XkN8kVb5G",1,"small benefit","FDA approved","CGM required","high burden","yes privacy","yes","Q23"
8,"R_3CgcNVHzKFwRLbX",1,"small benefit","FDA approved","CGM required","high burden","yes privacy","yes","Q23"
9,"R_3dKrAvy6gP5kvlf",1,"small benefit","FDA approved","CGM required","high burden","yes privacy","yes","Q23"
10,"R_8duaER8VI6Zxum0",2,"large benefit","FDA not approved","CGM not required","low burden","no privacy","yes","Q23"
11,"R_6OvgQp1Cn11NbWN",2,"large benefit","FDA not approved","CGM not required","low burden","no privacy","yes","Q23"
12,"R_7eJzNdIatrexDSF",2,"large benefit","FDA not approved","CGM not required","low burden","no privacy","yes","Q23"
13,"R_13fBuKPx13nVOmM",2,"large benefit","FDA not approved","CGM not required","low burden","no privacy","yes","Q23"
14,"R_3xEleGYUb768B3M",2,"large benefit","FDA not approved","CGM not required","low burden","no privacy","yes","Q23"
15,"R_57Kkm5961TEEEud",2,"large benefit","FDA not approved","CGM not required","low burden","no privacy","yes","Q23"
16,"R_3Crm0sGqdWs2IDM",2,"large benefit","FDA not approved","CGM not required","low burden","no privacy","yes","Q23"
17,"R_7oXQsZzm76N1Oxr",2,"large benefit","FDA not approved","CGM not required","low burden","no privacy","yes","Q23"
18,"R_5WxlazDmyHXu82l",2,"large benefit","FDA not approved","CGM not required","low burden","no privacy","yes","Q23"
19,"R_3U7I8G9b40NcBwd",2,"large benefit","FDA not approved","CGM not required","low burden","no privacy","yes","Q23"
20,"R_6KkThgjhcqeCccY",2,"large benefit","FDA not approved","CGM not required","low burden","no privacy","yes","Q23"
21,"R_8duaER8VI6Zxum0",2,"small benefit","FDA approved","CGM required","high burden","yes privacy","no","Q23"
22,"R_6OvgQp1Cn11NbWN",2,"small benefit","FDA approved","CGM required","high burden","yes privacy","no","Q23"
23,"R_7eJzNdIatrexDSF",2,"small benefit","FDA approved","CGM required","high burden","yes privacy","no","Q23"
24,"R_13fBuKPx13nVOmM",2,"small benefit","FDA approved","CGM required","high burden","yes privacy","no","Q23"
25,"R_3xEleGYUb768B3M",2,"small benefit","FDA approved","CGM required","high burden","yes privacy","no","Q23"
26,"R_57Kkm5961TEEEud",2,"small benefit","FDA approved","CGM required","high burden","yes privacy","no","Q23"
27,"R_3Crm0sGqdWs2IDM",2,"small benefit","FDA approved","CGM required","high burden","yes privacy","no","Q23"
28,"R_7oXQsZzm76N1Oxr",2,"small benefit","FDA approved","CGM required","high burden","yes privacy","no","Q23"
29,"R_5WxlazDmyHXu82l",2,"small benefit","FDA approved","CGM required","high burden","yes privacy","no","Q23"
30,"R_3U7I8G9b40NcBwd",2,"small benefit","FDA approved","CGM required","high burden","yes privacy","no","Q23"
31,"R_6KkThgjhcqeCccY",2,"small benefit","FDA approved","CGM required","high burden","yes privacy","no","Q23"
32,"R_7pbP9Q8KG4JbbZk",1,"large benefit","FDA not approved","CGM not required","low burden","no privacy","no","Q23"
33,"R_5lxMgYsU0eYfeOl",1,"large benefit","FDA not approved","CGM not required","low burden","no privacy","no","Q23"
34,"R_3rOEd6r1440D4WK",1,"large benefit","FDA not approved","CGM not required","low burden","no privacy","no","Q23"
35,"R_6alzky3r3AiOdGw",1,"large benefit","FDA not approved","CGM not required","low burden","no privacy","no","Q23"
36,"R_7TSKwFGnLlZmZwt",1,"large benefit","FDA not approved","CGM not required","low burden","no privacy","no","Q23"
37,"R_6VvF4tZAxLgaxlT",1,"large benefit","FDA not approved","CGM not required","low burden","no privacy","no","Q23"
38,"R_5PtqB5XkN8kVb5G",1,"large benefit","FDA not approved","CGM not required","low burden","no privacy","no","Q23"
39,"R_3CgcNVHzKFwRLbX",1,"large benefit","FDA not approved","CGM not required","low burden","no privacy","no","Q23"
40,"R_3dKrAvy6gP5kvlf",1,"large benefit","FDA not approved","CGM not required","low burden","no privacy","no","Q23"
1,"R_57Kkm5961TEEEud",1,"small benefit","FDA not approved","CGM required","low burden","yes privacy","yes","Q24"
2,"R_5RJOH4EWjbehAhH",1,"small benefit","FDA not approved","CGM required","low burden","yes privacy","yes","Q24"
3,"R_13fBuKPx13nVOmM",1,"small benefit","FDA not approved","CGM required","low burden","yes privacy","yes","Q24"
4,"R_6VvF4tZAxLgaxlT",1,"small benefit","FDA not approved","CGM required","low burden","yes privacy","yes","Q24"
5,"R_5WxlazDmyHXu82l",2,"large benefit","FDA approved","CGM not required","high burden","no privacy","yes","Q24"
6,"R_3xEleGYUb768B3M",2,"large benefit","FDA approved","CGM not required","high burden","no privacy","yes","Q24"
7,"R_6KkThgjhcqeCccY",2,"large benefit","FDA approved","CGM not required","high burden","no privacy","yes","Q24"
8,"R_6OvgQp1Cn11NbWN",2,"large benefit","FDA approved","CGM not required","high burden","no privacy","yes","Q24"
9,"R_3U7I8G9b40NcBwd",2,"large benefit","FDA approved","CGM not required","high burden","no privacy","yes","Q24"
10,"R_1RPrzhsoVoA8tyP",2,"large benefit","FDA approved","CGM not required","high burden","no privacy","yes","Q24"
11,"R_5PtqB5XkN8kVb5G",2,"large benefit","FDA approved","CGM not required","high burden","no privacy","yes","Q24"
12,"R_7RVo6gunT52Zv7B",2,"large benefit","FDA approved","CGM not required","high burden","no privacy","yes","Q24"
13,"R_3dKrAvy6gP5kvlf",2,"large benefit","FDA approved","CGM not required","high burden","no privacy","yes","Q24"
14,"R_7eJzNdIatrexDSF",2,"large benefit","FDA approved","CGM not required","high burden","no privacy","yes","Q24"
15,"R_1qgdEuKExpGBTMv",2,"large benefit","FDA approved","CGM not required","high burden","no privacy","yes","Q24"
16,"R_3CgcNVHzKFwRLbX",2,"large benefit","FDA approved","CGM not required","high burden","no privacy","yes","Q24"
17,"R_7ePSOgHGP1DCQTF",2,"large benefit","FDA approved","CGM not required","high burden","no privacy","yes","Q24"
18,"R_5WxlazDmyHXu82l",2,"small benefit","FDA not approved","CGM required","low burden","yes privacy","no","Q24"
19,"R_3xEleGYUb768B3M",2,"small benefit","FDA not approved","CGM required","low burden","yes privacy","no","Q24"
20,"R_6KkThgjhcqeCccY",2,"small benefit","FDA not approved","CGM required","low burden","yes privacy","no","Q24"
21,"R_6OvgQp1Cn11NbWN",2,"small benefit","FDA not approved","CGM required","low burden","yes privacy","no","Q24"
22,"R_3U7I8G9b40NcBwd",2,"small benefit","FDA not approved","CGM required","low burden","yes privacy","no","Q24"
23,"R_1RPrzhsoVoA8tyP",2,"small benefit","FDA not approved","CGM required","low burden","yes privacy","no","Q24"
24,"R_5PtqB5XkN8kVb5G",2,"small benefit","FDA not approved","CGM required","low burden","yes privacy","no","Q24"
25,"R_7RVo6gunT52Zv7B",2,"small benefit","FDA not approved","CGM required","low burden","yes privacy","no","Q24"
26,"R_3dKrAvy6gP5kvlf",2,"small benefit","FDA not approved","CGM required","low burden","yes privacy","no","Q24"
27,"R_7eJzNdIatrexDSF",2,"small benefit","FDA not approved","CGM required","low burden","yes privacy","no","Q24"
28,"R_1qgdEuKExpGBTMv",2,"small benefit","FDA not approved","CGM required","low burden","yes privacy","no","Q24"
29,"R_3CgcNVHzKFwRLbX",2,"small benefit","FDA not approved","CGM required","low burden","yes privacy","no","Q24"
30,"R_7ePSOgHGP1DCQTF",2,"small benefit","FDA not approved","CGM required","low burden","yes privacy","no","Q24"
31,"R_57Kkm5961TEEEud",1,"large benefit","FDA approved","CGM not required","high burden","no privacy","no","Q24"
32,"R_5RJOH4EWjbehAhH",1,"large benefit","FDA approved","CGM not required","high burden","no privacy","no","Q24"
33,"R_13fBuKPx13nVOmM",1,"large benefit","FDA approved","CGM not required","high burden","no privacy","no","Q24"
34,"R_6VvF4tZAxLgaxlT",1,"large benefit","FDA approved","CGM not required","high burden","no privacy","no","Q24"
1,"R_7MFE81uW7pKopKS",1,"large benefit","FDA not approved","CGM required","low burden","yes privacy","yes","Q25"
2,"R_3xEleGYUb768B3M",1,"large benefit","FDA not approved","CGM required","low burden","yes privacy","yes","Q25"
3,"R_3Crm0sGqdWs2IDM",1,"large benefit","FDA not approved","CGM required","low burden","yes privacy","yes","Q25"
4,"R_7oXQsZzm76N1Oxr",1,"large benefit","FDA not approved","CGM required","low burden","yes privacy","yes","Q25"
5,"R_6KkThgjhcqeCccY",1,"large benefit","FDA not approved","CGM required","low burden","yes privacy","yes","Q25"
6,"R_6OvgQp1Cn11NbWN",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q25"
7,"R_5wnVy3Dhc2O9Lgc",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q25"
8,"R_5lxMgYsU0eYfeOl",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q25"
9,"R_3dKrAvy6gP5kvlf",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q25"
10,"R_3rOEd6r1440D4WK",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q25"
11,"R_7ePSOgHGP1DCQTF",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q25"
12,"R_1qgdEuKExpGBTMv",2,"small benefit","FDA approved","CGM not required","high burden","yes privacy","yes","Q25"
13,"R_6OvgQp1Cn11NbWN",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q25"
14,"R_5wnVy3Dhc2O9Lgc",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q25"
15,"R_5lxMgYsU0eYfeOl",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q25"
16,"R_3dKrAvy6gP5kvlf",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q25"
17,"R_3rOEd6r1440D4WK",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q25"
18,"R_7ePSOgHGP1DCQTF",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q25"
19,"R_1qgdEuKExpGBTMv",2,"large benefit","FDA not approved","CGM required","low burden","no privacy","no","Q25"
20,"R_7MFE81uW7pKopKS",1,"small benefit","FDA approved","CGM not required","high burden","no privacy","no","Q25"
21,"R_3xEleGYUb768B3M",1,"small benefit","FDA approved","CGM not required","high burden","no privacy","no","Q25"
22,"R_3Crm0sGqdWs2IDM",1,"small benefit","FDA approved","CGM not required","high burden","no privacy","no","Q25"
23,"R_7oXQsZzm76N1Oxr",1,"small benefit","FDA approved","CGM not required","high burden","no privacy","no","Q25"
24,"R_6KkThgjhcqeCccY",1,"small benefit","FDA approved","CGM not required","high burden","no privacy","no","Q25"
1,"R_1qgdEuKExpGBTMv",1,"large benefit","FDA not approved","CGM required","high burden","no privacy","yes","Q26"
2,"R_3CgcNVHzKFwRLbX",1,"large benefit","FDA not approved","CGM required","high burden","no privacy","yes","Q26"
3,"R_6IHtpYy4YR1cYpS",2,"small benefit","FDA approved","CGM not required","low burden","yes privacy","yes","Q26"
4,"R_3xEleGYUb768B3M",2,"small benefit","FDA approved","CGM not required","low burden","yes privacy","yes","Q26"
5,"R_6alzky3r3AiOdGw",2,"small benefit","FDA approved","CGM not required","low burden","yes privacy","yes","Q26"
6,"R_7oXQsZzm76N1Oxr",2,"small benefit","FDA approved","CGM not required","low burden","yes privacy","yes","Q26"
7,"R_13fBuKPx13nVOmM",2,"small benefit","FDA approved","CGM not required","low burden","yes privacy","yes","Q26"
8,"R_3U7I8G9b40NcBwd",2,"small benefit","FDA approved","CGM not required","low burden","yes privacy","yes","Q26"
9,"R_57Kkm5961TEEEud",2,"small benefit","FDA approved","CGM not required","low burden","yes privacy","yes","Q26"
10,"R_7MFE81uW7pKopKS",2,"small benefit","FDA approved","CGM not required","low burden","yes privacy","yes","Q26"
11,"R_5PtqB5XkN8kVb5G",2,"small benefit","FDA approved","CGM not required","low burden","yes privacy","yes","Q26"
12,"R_7PtIcP1pK9QqNIc",2,"small benefit","FDA approved","CGM not required","low burden","yes privacy","yes","Q26"
13,"R_1MaGxEqIUA03UUW",2,"small benefit","FDA approved","CGM not required","low burden","yes privacy","yes","Q26"
14,"R_5wnVy3Dhc2O9Lgc",2,"small benefit","FDA approved","CGM not required","low burden","yes privacy","yes","Q26"
15,"R_7ePSOgHGP1DCQTF",2,"small benefit","FDA approved","CGM not required","low burden","yes privacy","yes","Q26"
16,"R_6IHtpYy4YR1cYpS",2,"large benefit","FDA not approved","CGM required","high burden","no privacy","no","Q26"
17,"R_3xEleGYUb768B3M",2,"large benefit","FDA not approved","CGM required","high burden","no privacy","no","Q26"
18,"R_6alzky3r3AiOdGw",2,"large benefit","FDA not approved","CGM required","high burden","no privacy","no","Q26"
19,"R_7oXQsZzm76N1Oxr",2,"large benefit","FDA not approved","CGM required","high burden","no privacy","no","Q26"
20,"R_13fBuKPx13nVOmM",2,"large benefit","FDA not approved","CGM required","high burden","no privacy","no","Q26"
21,"R_3U7I8G9b40NcBwd",2,"large benefit","FDA not approved","CGM required","high burden","no privacy","no","Q26"
22,"R_57Kkm5961TEEEud",2,"large benefit","FDA not approved","CGM required","high burden","no privacy","no","Q26"
23,"R_7MFE81uW7pKopKS",2,"large benefit","FDA not approved","CGM required","high burden","no privacy","no","Q26"
24,"R_5PtqB5XkN8kVb5G",2,"large benefit","FDA not approved","CGM required","high burden","no privacy","no","Q26"
25,"R_7PtIcP1pK9QqNIc",2,"large benefit","FDA not approved","CGM required","high burden","no privacy","no","Q26"
26,"R_1MaGxEqIUA03UUW",2,"large benefit","FDA not approved","CGM required","high burden","no privacy","no","Q26"
27,"R_5wnVy3Dhc2O9Lgc",2,"large benefit","FDA not approved","CGM required","high burden","no privacy","no","Q26"
28,"R_7ePSOgHGP1DCQTF",2,"large benefit","FDA not approved","CGM required","high burden","no privacy","no","Q26"
29,"R_1qgdEuKExpGBTMv",1,"small benefit","FDA approved","CGM not required","low burden","yes privacy","no","Q26"
30,"R_3CgcNVHzKFwRLbX",1,"small benefit","FDA approved","CGM not required","low burden","yes privacy","no","Q26"
